wavelength,flux
5160.596,11.432
5161.786,12.132
5162.974,10.772
5164.165,13.318
5165.353,8.834
5166.543,12.686
5167.732,11.333
5168.921,11.926
5170.113,13.091
5171.302,11.048
5172.495,11.298
5173.685,11.9
5174.878,10.809
5176.068,11.081
5177.259,11.14
5178.453,11.281
5179.644,12.261
5180.838,10.774
5182.03,11.06
5183.225,10.211
5184.417,12.562
5185.61,10.654
5186.806,11.089
5188,11.781
5189.196,12.597
5190.39,11.373
5191.586,12.549
5192.781,10.275
5193.978,11.996
5195.173,12.13
5196.368,12.655
5197.566,12.232
5198.762,12.692
5199.961,10.82
5201.157,12.853
5202.356,10.099
5203.553,11.384
5204.75,9.42
5205.951,10.575
5207.148,11.809
5208.349,11.103
5209.547,12.959
5210.749,11.106
5211.947,10.487
5213.146,12.916
5214.348,9.787
5215.548,12.007
5216.75,12.178
5217.951,11.757
5219.154,11.749
5220.354,12.693
5221.556,10.693
5222.76,11.933
5223.961,10.317
5225.166,10.374
5226.368,12.332
5227.573,12.291
5228.775,11.575
5229.979,12.589
5231.185,11.603
5232.388,11.289
5233.594,12.074
5234.798,10.732
5236.005,11.485
5237.21,10.659
5238.415,11.889
5239.623,11.423
5240.828,11.373
5242.037,9.324
5243.243,11.189
5244.452,11.985
5245.658,10.857
5246.865,11.325
5248.075,11.175
5249.282,12.829
5250.493,9.563
5251.701,11.542
5252.912,11.983
5254.12,10.896
5255.329,12.307
5256.541,11.496
5257.75,12.158
5258.962,12.325
5260.172,10.965
5261.385,10.994
5262.596,13.665
5263.806,12.693
5265.02,11.93
5266.231,12.444
5267.446,13.084
5268.657,13.187
5269.872,12.293
5271.084,11.526
5272.297,9.812
5273.513,12.703
5274.726,11.031
5275.942,11.766
5277.156,9.925
5278.373,12.793
5279.587,12.178
5280.805,12.644
5282.02,12.582
5283.235,10.516
5284.453,12.35
5285.669,11.098
5286.888,13.432
5288.104,11.937
5289.323,12.163
5290.54,11.91
5291.757,10.587
5292.978,12.441
5294.195,11.703
5295.416,11.263
5296.634,12.259
5297.855,10.512
5299.074,12.987
5300.293,11.958
5301.516,11.628
5302.735,11.72
5303.958,11.878
5305.178,11.31
5306.401,13.237
5307.622,11.679
5308.843,11.188
5310.067,12.782
5311.289,10.795
5312.514,11.406
5313.736,10.949
5314.961,11.687
5316.184,11.828
5317.407,10.456
5318.633,11.489
5319.857,13.139
5321.083,11.828
5322.308,11.512
5323.535,13.724
5324.76,12.305
5325.984,13.04
5327.213,14.104
5328.438,11.883
5329.667,12.608
5330.893,12.545
5332.122,11.722
5333.349,10.935
5334.576,12.376
5335.806,12.872
5337.034,11.539
5338.264,12.12
5339.492,11.614
5340.724,11.969
5341.952,12.632
5343.181,12.15
5344.413,12.765
5345.643,12.268
5346.875,11.262
5348.105,11.656
5349.339,13.298
5350.569,11.783
5351.8,12.837
5353.034,12.762
5354.266,12.653
5355.5,12.862
5356.732,13.952
5357.968,12.152
5359.2,11.808
5360.433,11.222
5361.669,12.022
5362.903,12.659
5364.139,11.321
5365.374,12.46
5366.611,11.587
5367.845,13.013
5369.08,12.924
5370.318,10.844
